id,title,description,category,priority,status,source_section,verification_method,acceptance_criteria,dependencies,metadata
REQ_H190_662,inform SCK CEN of any change in certification during performance of the Contact.,inform SCK CEN of any change in certification during performance of the Contact.,Performance,Low,Draft,H190 - Quality Management System,Inspection,To be defined,[],"{'extracted_from': 'H190', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H191_663,"submit a detailed Quality Assurance Program, QAP, for review and approval by SCK CEN demonstrating c...","submit a detailed Quality Assurance Program, QAP, for review and approval by SCK CEN demonstrating compliance with the requirements set out in the Contract.  The Contractor shall adhere to the QAP and shall apply the mandatory QA/QC measures to each deliverable.  In case a deviation is required from one or another condition set out in this Contract, such request shall be clearly stated in the QAP.",General,High,Draft,H191 - Quality Assurance Program,Review,To be defined,[],"{'extracted_from': 'H191', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H191_664,include a preliminary version of this QAP.,include a preliminary version of this QAP.,General,Low,Draft,H191 - Quality Assurance Program,Inspection,To be defined,[],"{'extracted_from': 'H191', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H191_665,respond appropriately to ensure that the Subcontractor complies with the QAP.,respond appropriately to ensure that the Subcontractor complies with the QAP.,General,Low,Draft,H191 - Quality Assurance Program,Inspection,To be defined,[],"{'extracted_from': 'H191', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H192_666,ensure that all personnel involved in the performance of the Contract is qualified and well trained ...,ensure that all personnel involved in the performance of the Contract is qualified and well trained to deliver results complying with SCK CEN requirements and specifications.  Special training and qualifications are specifically required for personnel responsible for:,Performance,Low,Draft,H192 - Qualification of personnel,Inspection,To be defined,[],"{'extracted_from': 'H192', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H192_667,keep records of personnel qualification and make them available to SCK CEN free of charge upon simpl...,keep records of personnel qualification and make them available to SCK CEN free of charge upon simple request.,General,Low,Draft,H192 - Qualification of personnel,Inspection,To be defined,[],"{'extracted_from': 'H192', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H192_668,ensure that all personnel who have direct contact with SCK CEN can understand as well as express the...,"ensure that all personnel who have direct contact with SCK CEN can understand as well as express themselves fluently in English, both orally and in writing.",General,Low,Draft,H192 - Qualification of personnel,Inspection,To be defined,[],"{'extracted_from': 'H192', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H193_669,Requirement [XXX].,Requirement [XXX].,General,Low,Draft,H193 - Document Retention and Submission Requirements,Inspection,To be defined,[],"{'extracted_from': 'H193', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H193_670,"retain all documents created under the Contract for a minimum period of ten (10) years, or for the d...","retain all documents created under the Contract for a minimum period of ten (10) years, or for the duration required by applicable law, whichever is longer.",General,Low,Draft,H193 - Document Retention and Submission Requirements,Inspection,To be defined,[],"{'extracted_from': 'H193', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H193_671,ensure that all documents submitted to SCK CEN:,ensure that all documents submitted to SCK CEN:,General,Low,Draft,H193 - Document Retention and Submission Requirements,Inspection,To be defined,[],"{'extracted_from': 'H193', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H193_672,(If the Contractor’s standard toolchain or practices differ from SCK CEN’s platforms):,(If the Contractor’s standard toolchain or practices differ from SCK CEN’s platforms):,General,Low,Draft,H193 - Document Retention and Submission Requirements,Inspection,To be defined,[],"{'extracted_from': 'H193', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H195_673,store and provide to SCK CEN all documentation received from the Original Equipment Manufacturer (OE...,store and provide to SCK CEN all documentation received from the Original Equipment Manufacturer (OEM) related to Commercial Off-The-Shelf (COTS) equipment and applicable use within the QPLANT,General,Low,Draft,H195 - Documentation from OEMs (COTS Equipment),Inspection,To be defined,[],"{'extracted_from': 'H195', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H196_674,store and return the documentation to SCK CEN as received.  If the original documentation is in a la...,"store and return the documentation to SCK CEN as received.  If the original documentation is in a language other than English, the Contractor shall provide an accurate English translation alongside the original.",General,Low,Draft,H196 - OEM Documentation Provided by SCK CEN,Inspection,To be defined,[],"{'extracted_from': 'H196', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H196_675,version-control the documents received from SCK CEN.  When an updated version of a document is recei...,"version-control the documents received from SCK CEN.  When an updated version of a document is received, the previous version shall be removed from circulation as soon as reasonably possible.",General,Low,Draft,H196 - OEM Documentation Provided by SCK CEN,Inspection,To be defined,[],"{'extracted_from': 'H196', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H196_676,"be made accessible to the Contractor’s employees / Subcontractors only on a need-to-know basis, for ...","be made accessible to the Contractor’s employees / Subcontractors only on a need-to-know basis, for the purpose of the Contract, for a limited time, for as long as the documents are needed.",Performance,Low,Draft,H196 - OEM Documentation Provided by SCK CEN,Inspection,To be defined,[],"{'extracted_from': 'H196', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_677,be analysed and documented (in a “Change Request”) by the Contractor and submitted for approval to S...,be analysed and documented (in a “Change Request”) by the Contractor and submitted for approval to SCK CEN.,General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_678,at least contain following information:,at least contain following information:,General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_679,include the Change Request template in annex to the QAP.,include the Change Request template in annex to the QAP.,General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_680,be implemented.,be implemented.,General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_681,"form the basis for a Variation Order.  In such event, the Change Request shall be considered as appr...","form the basis for a Variation Order.  In such event, the Change Request shall be considered as approved when the Variation Order is issued by SCK CEN.",General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_682,"create and maintain a Change Register, accessible to SCK CEN, in which all Change Requests shall be ...","create and maintain a Change Register, accessible to SCK CEN, in which all Change Requests shall be logged, including at least",General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H197_683,be treated as Non-Conformities.,be treated as Non-Conformities.,General,Low,Draft,H197 - Change Management,Inspection,To be defined,[],"{'extracted_from': 'H197', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H198_684,have a process in place for managing Non-Conformities that arise during the performance of the Contr...,"have a process in place for managing Non-Conformities that arise during the performance of the Contract, including receiving and processing notifications of Non-Conformities from SCK CEN and/or third parties (such as its suppliers or Subcontractors).",Performance,Low,Draft,H198 - Non-Conformity Management,Inspection,To be defined,[],"{'extracted_from': 'H198', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H198_685,"recall at its own risk and expense, the impacted supply.  Any steps of the Contract execution, which...","recall at its own risk and expense, the impacted supply.  Any steps of the Contract execution, which are (potentially) affected by the Non-Conformity, shall be put on hold.",General,Low,Draft,H198 - Non-Conformity Management,Inspection,To be defined,[],"{'extracted_from': 'H198', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H198_686,notify SCK CEN in writing of any such Non-Conformities by means of a Non-Conformity Report (NCR).  A...,notify SCK CEN in writing of any such Non-Conformities by means of a Non-Conformity Report (NCR).  An NCR shall be submitted to SCK CEN as soon as reasonably possible after a Non-Conformity is identified.,General,Low,Draft,H198 - Non-Conformity Management,Inspection,To be defined,[],"{'extracted_from': 'H198', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
